symbol,symbol_era_id,historical_identity_status,historical_issuer_name,historical_event_type,historical_event_date,historical_successor,source_url,source_note
EXAI,EXAI#001,manual_verified_historical_identity,Exscientia plc,operating_lifecycle_terminal,2024-11-19,,https://www.sec.gov/Archives/edgar/data/1865408/000094787124000937/ss4137056_6k.htm,workflow=sec_identity_first_v1; identity_cik=1865408; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=6-K; accession=0000947871-24-000937; date_distance=1
EYEN,EYEN#001,manual_verified_historical_identity,"HYPERION DEFI, INC.",operating_lifecycle_terminal,2025-06-30,,https://www.sec.gov/Archives/edgar/data/1682639/000110465925065294/tm2519676d1_8k.htm,workflow=sec_identity_first_v1; identity_cik=1682639; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-25-065294; date_distance=2
FAAS,FAAS#001,manual_verified_historical_identity,DIGIASIA CORP.,delisting_or_registration_termination,2025-09-12,,https://www.sec.gov/Archives/edgar/data/1844981/000143774925029525/faas20250919_6k.htm,workflow=sec_identity_first_v1; identity_cik=1844981; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=6-K; accession=0001437749-25-029525; date_distance=6
FFNW,FFNW#001,manual_verified_historical_identity,"First Financial Northwest, Inc.",delisting_or_registration_termination,2025-04-21,,https://www.sec.gov/Archives/edgar/data/1401564/000110465925034275/tm2512128d1_8k.htm,workflow=sec_identity_first_v1; identity_cik=1401564; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-25-034275; date_distance=0
FRBK,FRBK#001,manual_verified_historical_identity,REPUBLIC FIRST BANCORP INC,delisting_or_registration_termination,2023-08-15,,https://www.sec.gov/Archives/edgar/data/834285/000143774923024371/frbk20230821_8k.htm,workflow=sec_identity_first_v1; identity_cik=834285; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001437749-23-024371; date_distance=7
FREY,FREY#001,manual_verified_historical_identity,T1 Energy Inc.,operating_lifecycle_terminal,2025-02-18,,https://www.sec.gov/Archives/edgar/data/1992243/000121390025015030/ea0231365-8k_freyrbat.htm,workflow=sec_identity_first_v1; identity_cik=1992243; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-25-015030; date_distance=10
FXLV,FXLV#001,manual_verified_historical_identity,F45 Training Holdings Inc.,delisting_or_registration_termination,2023-08-14,,https://www.sec.gov/Archives/edgar/data/1788717/000178871723000050/f45-20230810.htm,workflow=sec_identity_first_v1; identity_cik=1788717; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001788717-23-000050; date_distance=11
FYBR,FYBR#001,manual_verified_historical_identity,"Frontier Communications Parent, Inc.",delisting_or_registration_termination,2026-01-15,,https://www.sec.gov/Archives/edgar/data/20520/000114036126001612/ef20063382_8k.htm,workflow=sec_identity_first_v1; identity_cik=20520; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-26-001612; date_distance=5
GAN,GAN#001,manual_verified_historical_identity,GAN Ltd,delisting_or_registration_termination,2025-05-23,,https://www.sec.gov/Archives/edgar/data/1799332/000164117225012422/form8-k.htm,workflow=sec_identity_first_v1; identity_cik=1799332; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001641172-25-012422; date_distance=4
GBIO,GBIO#001,manual_verified_historical_identity,Generation Bio Co.,delisting_or_registration_termination,2026-02-06,,https://www.sec.gov/Archives/edgar/data/1733294/000110465926012121/gbio-20260206x8k.htm,workflow=sec_identity_first_v1; identity_cik=1733294; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-26-012121; date_distance=3
GHSI,GHSI#001,manual_verified_historical_identity,"Guardion Health Sciences, Inc.",delisting_or_registration_termination,2024-10-01,,https://www.sec.gov/Archives/edgar/data/1642375/000149315224039292/form8-k.htm,workflow=sec_identity_first_v1; identity_cik=1642375; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001493152-24-039292; date_distance=10
GIFI,GIFI#001,manual_verified_historical_identity,GULF ISLAND FABRICATION INC,merger_or_acquisition_terminal,2026-01-13,,https://www.sec.gov/Archives/edgar/data/1031623/000114036126001488/ef20063243_8k.htm,workflow=sec_identity_first_v1; identity_cik=1031623; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-26-001488; date_distance=3
GROM,GROM#001,manual_verified_historical_identity,"Grom Social Enterprises, Inc.",delisting_or_registration_termination,2024-08-19,,https://www.sec.gov/Archives/edgar/data/1662574/000168316824006046/grom_8k.htm,workflow=sec_identity_first_v1; identity_cik=1662574; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001683168-24-006046; date_distance=-3
GTI,GTI#001,manual_verified_historical_identity,GRAPHJET TECHNOLOGY,delisting_or_registration_termination,2025-11-13,,https://www.sec.gov/Archives/edgar/data/1879373/000121390025109275/ea0265305-8k_graphjet.htm,workflow=sec_identity_first_v1; identity_cik=1879373; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-25-109275; date_distance=-1
HMST,HMST#001,manual_verified_historical_identity,Mechanics Bancorp,merger_or_acquisition_terminal,2025-09-02,,https://www.sec.gov/Archives/edgar/data/1518715/000114036125033560/ef20054890_8k.htm,workflow=sec_identity_first_v1; identity_cik=1518715; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-033560; date_distance=-4
HTBI,HTBI#001,manual_verified_historical_identity,"HomeTrust Bancshares, Inc.",operating_lifecycle_terminal,2025-02-10,,https://www.sec.gov/Archives/edgar/data/1538263/000153826325000015/htbi-20250210.htm,workflow=sec_identity_first_v1; identity_cik=1538263; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001538263-25-000015; date_distance=11
ICCT,ICCT#001,manual_verified_historical_identity,iCoreConnect Inc.,delisting_or_registration_termination,2025-05-22,,https://www.sec.gov/Archives/edgar/data/1906133/000147793225004084/icct_8k.htm,workflow=sec_identity_first_v1; identity_cik=1906133; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001477932-25-004084; date_distance=-1
ICD,ICD#001,manual_verified_historical_identity,"Independence Contract Drilling, Inc.",delisting_or_registration_termination,2024-08-29,,https://www.sec.gov/Archives/edgar/data/1537028/000153702824000032/icd-20240823x8k.htm,workflow=sec_identity_first_v1; identity_cik=1537028; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001537028-24-000032; date_distance=-1
IDEX,IDEX#001,manual_verified_historical_identity,"IDEANOMICS, INC.",delisting_or_registration_termination,2024-07-11,,https://www.sec.gov/Archives/edgar/data/837852/000162828024031572/idex-20240710.htm,workflow=sec_identity_first_v1; identity_cik=837852; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001628280-24-031572; date_distance=-1
INVO,INVO#001,manual_verified_historical_identity,"INVO Bioscience, Inc.",merger_or_acquisition_terminal,2024-10-11,,https://www.sec.gov/Archives/edgar/data/1417926/000149315224041062/form8-k.htm,workflow=sec_identity_first_v1; identity_cik=1417926; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001493152-24-041062; date_distance=10
IRBT,IRBT#001,manual_verified_historical_identity,IROBOT CORP,delisting_or_registration_termination,2025-12-22,,https://www.sec.gov/Archives/edgar/data/1159167/000115916725000097/irbt-20251215.htm,workflow=sec_identity_first_v1; identity_cik=1159167; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001159167-25-000097; date_distance=-3
ISPO,ISPO#001,manual_verified_historical_identity,Inspirato Inc,merger_or_acquisition_terminal,2026-02-03,,https://www.sec.gov/Archives/edgar/data/1820566/000182056626000018/ispo-20260203.htm,workflow=sec_identity_first_v1; identity_cik=1820566; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001820566-26-000018; date_distance=0
ITI,ITI#001,manual_verified_historical_identity,"ITERIS, INC.",delisting_or_registration_termination,2024-11-01,,https://www.sec.gov/Archives/edgar/data/350868/000114036124044894/ef20038030_8k.htm,workflow=sec_identity_first_v1; identity_cik=350868; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-24-044894; date_distance=0
IVP,IVP#001,manual_verified_historical_identity,"INSPIRE VETERINARY PARTNERS, INC.",operating_lifecycle_terminal,2026-01-09,,https://www.sec.gov/Archives/edgar/data/1939365/000121390026003919/ea0272554-8k_inspire.htm,workflow=sec_identity_first_v1; identity_cik=1939365; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-26-003919; date_distance=11
KIRK,KIRK#001,manual_verified_historical_identity,"KIRKLAND'S, INC",operating_lifecycle_terminal,2025-07-24,,https://www.sec.gov/Archives/edgar/data/1056285/000143774925023563/kirk20250703_8k.htm,workflow=sec_identity_first_v1; identity_cik=1056285; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001437749-25-023563; date_distance=4
KRON,KRON#001,manual_verified_historical_identity,"Kronos Bio, Inc.",delisting_or_registration_termination,2025-06-20,,https://www.sec.gov/Archives/edgar/data/1741830/000121390025055915/ea0246047-8k_kronos.htm,workflow=sec_identity_first_v1; identity_cik=1741830; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-25-055915; date_distance=0
KTRA,KTRA#001,manual_verified_historical_identity,"Kintara Therapeutics, Inc.",merger_or_acquisition_terminal,2024-10-18,,https://www.sec.gov/Archives/edgar/data/1498382/000095017024115765/hura-20241018.htm,workflow=sec_identity_first_v1; identity_cik=1498382; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950170-24-115765; date_distance=-1
LAZR,LAZR#001,manual_verified_historical_identity,"Luminar Technologies, Inc./DE",bankruptcy_delisted,2025-12-15,,https://www.sec.gov/Archives/edgar/data/1758057/000114036125046216/ef20061664_8k.htm,workflow=sec_identity_first_v1; identity_cik=1758057; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-046216; date_distance=8
LILM,LILM#001,manual_verified_historical_identity,Lilium N.V.,delisting_or_registration_termination,2024-11-06,,https://www.sec.gov/Archives/edgar/data/1855756/000110465924113694/tm2427387d1_6k.htm,workflow=sec_identity_first_v1; identity_cik=1855756; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=6-K; accession=0001104659-24-113694; date_distance=-1
LNW,LNW#001,manual_verified_historical_identity,"Light & Wonder, Inc.",delisting_or_registration_termination,2025-11-03,,https://www.sec.gov/Archives/edgar/data/750004/000095015725000949/form8-k.htm,workflow=sec_identity_first_v1; identity_cik=750004; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950157-25-000949; date_distance=9
LUNA,LUNA#002,manual_verified_historical_identity,LUNA INNOVATIONS INC,delisting_or_registration_termination,2025-01-03,,https://www.sec.gov/Archives/edgar/data/1239819/000123981925000008/luna-20250103.htm,workflow=sec_identity_first_v1; identity_cik=1239819; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001239819-25-000008; date_distance=3
LYT,LYT#002,manual_verified_historical_identity,Lytus Technologies Holdings PTV. Ltd.,delisting_or_registration_termination,2025-03-18,,https://www.sec.gov/Archives/edgar/data/1816319/000121390025026511/ea0236476-6k_lytus.htm,workflow=sec_identity_first_v1; identity_cik=1816319; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=6-K; accession=0001213900-25-026511; date_distance=10
MARK,MARK#001,manual_verified_historical_identity,"REMARK HOLDINGS, INC.",delisting_or_registration_termination,2024-02-14,,https://www.sec.gov/Archives/edgar/data/1368365/000136836524000031/mark-20240212.htm,workflow=sec_identity_first_v1; identity_cik=1368365; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001368365-24-000031; date_distance=-1
ME,ME#001,manual_verified_historical_identity,23andMe Holding Co.,delisting_or_registration_termination,2025-03-31,,https://www.sec.gov/Archives/edgar/data/1804591/000095014225001416/eh250629700_8k.htm,workflow=sec_identity_first_v1; identity_cik=1804591; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950142-25-001416; date_distance=-3
MODV,MODV#001,manual_verified_historical_identity,ModivCare Inc,delisting_or_registration_termination,2025-08-28,,https://www.sec.gov/Archives/edgar/data/1220754/000143774925027610/modv20250822_8k.htm,workflow=sec_identity_first_v1; identity_cik=1220754; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001437749-25-027610; date_distance=0
MRIN,MRIN#001,manual_verified_historical_identity,MARIN SOFTWARE INC,delisting_or_registration_termination,2025-06-26,,https://www.sec.gov/Archives/edgar/data/1389002/000095017025093994/mrin-20250630.htm,workflow=sec_identity_first_v1; identity_cik=1389002; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950170-25-093994; date_distance=-1
MRNS,MRNS#001,manual_verified_historical_identity,"MARINUS PHARMACEUTICALS, INC.",merger_or_acquisition_terminal,2025-02-11,,https://www.sec.gov/Archives/edgar/data/1267813/000110465925011211/tm256024d9_8k.htm,workflow=sec_identity_first_v1; identity_cik=1267813; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-25-011211; date_distance=0
NOVA,NOVA#001,manual_verified_historical_identity,Sunnova Energy International Inc.,operating_lifecycle_terminal,2025-06-16,,https://www.sec.gov/Archives/edgar/data/1772695/000177269525000114/nova-20250616.htm,workflow=sec_identity_first_v1; identity_cik=1772695; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001772695-25-000114; date_distance=-7
NR,NR#001,manual_verified_historical_identity,NPK International Inc.,operating_lifecycle_terminal,2024-12-05,,https://www.sec.gov/Archives/edgar/data/71829/000007182924000126/nr-20241205.htm,workflow=sec_identity_first_v1; identity_cik=71829; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000071829-24-000126; date_distance=13
OB,OB#002,manual_verified_historical_identity,Outbrain Inc.,operating_lifecycle_terminal,2025-06-06,,https://www.sec.gov/Archives/edgar/data/1454938/000095015725000478/form8-k.htm,workflow=sec_identity_first_v1; identity_cik=1454938; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950157-25-000478; date_distance=3
ONCT,ONCT#001,manual_verified_historical_identity,"Oncternal Therapeutics, Inc.",delisting_or_registration_termination,2024-12-03,,https://www.sec.gov/Archives/edgar/data/1260990/000095017024130415/onct-20241122.htm,workflow=sec_identity_first_v1; identity_cik=1260990; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950170-24-130415; date_distance=-1
OPGN,OPGN#001,manual_verified_historical_identity,OPGEN INC,delisting_or_registration_termination,2024-08-31,,https://www.sec.gov/Archives/edgar/data/1293818/000182912624005761/opgeninc_8k.htm,workflow=sec_identity_first_v1; identity_cik=1293818; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001829126-24-005761; date_distance=-12
OTRK,OTRK#001,manual_verified_historical_identity,"Ontrak, Inc.",delisting_or_registration_termination,2025-08-14,,https://www.sec.gov/Archives/edgar/data/1136174/000143774925026512/otrk20250812_8k.htm,workflow=sec_identity_first_v1; identity_cik=1136174; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001437749-25-026512; date_distance=1
PBLA,PBLA#001,manual_verified_historical_identity,"Panbela Therapeutics, Inc.",delisting_or_registration_termination,2024-03-07,,https://www.sec.gov/Archives/edgar/data/1029125/000143774924006889/pbla20240306_8k.htm,workflow=sec_identity_first_v1; identity_cik=1029125; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001437749-24-006889; date_distance=-1
PIRS,PIRS#001,manual_verified_historical_identity,"PALVELLA THERAPEUTICS, INC.",merger_or_acquisition_terminal,2024-12-13,,https://www.sec.gov/Archives/edgar/data/1583648/000143774924037515/pirs20241210_8k.htm,workflow=sec_identity_first_v1; identity_cik=1583648; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001437749-24-037515; date_distance=0
PIXY,PIXY#001,manual_verified_historical_identity,"ShiftPixy, Inc.",delisting_or_registration_termination,2024-10-28,,https://www.sec.gov/Archives/edgar/data/1675634/000147793224006691/pixy_8k.htm,workflow=sec_identity_first_v1; identity_cik=1675634; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001477932-24-006691; date_distance=-3
PLL,PLL#001,manual_verified_historical_identity,Piedmont Lithium Inc.,delisting_or_registration_termination,2025-08-29,,https://www.sec.gov/Archives/edgar/data/1728205/000114036125033733/ef20055055_8k.htm,workflow=sec_identity_first_v1; identity_cik=1728205; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-033733; date_distance=0
PRST,PRST#001,manual_verified_historical_identity,Presto Automation Inc.,delisting_or_registration_termination,2024-08-06,,https://www.sec.gov/Archives/edgar/data/1822145/000121390024065927/ea0210780-8k_presto.htm,workflow=sec_identity_first_v1; identity_cik=1822145; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-24-065927; date_distance=1
RDFN,RDFN#001,manual_verified_historical_identity,Redfin Corp,delisting_or_registration_termination,2025-07-01,,https://www.sec.gov/Archives/edgar/data/1382821/000095014225001793/eh250648521_8k.htm,workflow=sec_identity_first_v1; identity_cik=1382821; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950142-25-001793; date_distance=0
RDUS,RDUS#002,manual_verified_historical_identity,"RADIUS RECYCLING, INC.",delisting_or_registration_termination,2025-07-10,,https://www.sec.gov/Archives/edgar/data/912603/000114036125025485/ef20051635_8k.htm,workflow=sec_identity_first_v1; identity_cik=912603; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-025485; date_distance=0
RNLX,RNLX#001,manual_verified_historical_identity,Renalytix plc,delisting_or_registration_termination,2024-10-03,,https://www.sec.gov/Archives/edgar/data/1811115/000119312524230319/d896405d8k.htm,workflow=sec_identity_first_v1; identity_cik=1811115; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001193125-24-230319; date_distance=4
SAVE,SAVE#001,manual_verified_historical_identity,"Spirit Airlines, Inc.",delisting_or_registration_termination,2024-11-19,,https://www.sec.gov/Archives/edgar/data/1498710/000095010324016594/dp220945_8k.htm,workflow=sec_identity_first_v1; identity_cik=1498710; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950103-24-016594; date_distance=-1
SEEL,SEEL#001,manual_verified_historical_identity,"SEELOS THERAPEUTICS, INC.",delisting_or_registration_termination,2024-10-15,,https://www.sec.gov/Archives/edgar/data/1017491/000109991024000383/seel_8k.htm,workflow=sec_identity_first_v1; identity_cik=1017491; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001099910-24-000383; date_distance=0
